service_id,booking_id,service_name,quantity,service_price
13201,BKG016193,Breakfast Add-on,1,250
13202,BKG016195,Breakfast Add-on,1,250
13203,BKG016196,Airport Transfer,1,500
13204,BKG016197,Spa Session,1,1200
13205,BKG016198,Early Check-in,1,400
13206,BKG016200,Spa Session,1,1200
13207,BKG016201,Spa Session,1,1200
13208,BKG016202,Breakfast Add-on,1,250
13209,BKG016202,Early Check-in,1,400
13210,BKG016204,Breakfast Add-on,1,250
13211,BKG016204,Spa Session,1,1200
13212,BKG016207,Early Check-in,1,400
13213,BKG016208,Breakfast Add-on,1,250
13214,BKG016209,Early Check-in,1,400
13215,BKG016209,Room Service Package,1,800
13216,BKG016211,Breakfast Add-on,1,250
13217,BKG016213,Late Checkout,1,500
13218,BKG016213,Swimming Pool Access,1,300
13219,BKG016214,Airport Transfer,1,500
13220,BKG016215,Breakfast Add-on,1,250
13221,BKG016215,Room Service Package,1,800
13222,BKG016217,Breakfast Add-on,1,250
13223,BKG016218,Airport Transfer,1,500
13224,BKG016218,Late Checkout,1,500
13225,BKG016219,Breakfast Add-on,1,250
13226,BKG016219,Swimming Pool Access,1,300
13227,BKG016222,Early Check-in,1,400
13228,BKG016224,Room Service Package,1,800
13229,BKG016226,Airport Transfer,1,500
13230,BKG016226,Breakfast Add-on,1,250
13231,BKG016228,Airport Transfer,1,500
13232,BKG016228,Late Checkout,1,500
13233,BKG016231,Breakfast Add-on,1,250
13234,BKG016232,Late Checkout,1,500
13235,BKG016233,Airport Transfer,1,500
13236,BKG016234,Early Check-in,1,400
13237,BKG016235,Airport Transfer,1,500
13238,BKG016235,Room Service Package,1,800
13239,BKG016236,Spa Session,1,1200
13240,BKG016236,Room Service Package,1,800
13241,BKG016240,Swimming Pool Access,1,300
13242,BKG016244,Late Checkout,1,500
13243,BKG016244,Room Service Package,1,800
13244,BKG016245,Early Check-in,1,400
13245,BKG016246,Swimming Pool Access,1,300
13246,BKG016247,Laundry Service,1,150
13247,BKG016249,Breakfast Add-on,1,250
13248,BKG016249,Late Checkout,1,500
13249,BKG016250,Room Service Package,1,800
13250,BKG016251,Early Check-in,1,400
13251,BKG016252,Early Check-in,1,400
13252,BKG016254,Airport Transfer,1,500
13253,BKG016257,Airport Transfer,1,500
13254,BKG016259,Late Checkout,1,500
13255,BKG016260,Airport Transfer,1,500
13256,BKG016260,Late Checkout,1,500
13257,BKG016260,Room Service Package,1,800
13258,BKG016261,Breakfast Add-on,1,250
13259,BKG016262,Early Check-in,1,400
13260,BKG016263,Spa Session,1,1200
13261,BKG016264,Late Checkout,1,500
13262,BKG016266,Breakfast Add-on,1,250
13263,BKG016266,Room Service Package,1,800
13264,BKG016266,Laundry Service,1,150
13265,BKG016267,Late Checkout,1,500
13266,BKG016269,Breakfast Add-on,1,250
13267,BKG016269,Early Check-in,1,400
13268,BKG016269,Room Service Package,1,800
13269,BKG016272,Airport Transfer,1,500
13270,BKG016274,Airport Transfer,1,500
13271,BKG016274,Late Checkout,1,500
13272,BKG016277,Early Check-in,1,400
13273,BKG016277,Room Service Package,1,800
13274,BKG016280,Spa Session,1,1200
13275,BKG016281,Airport Transfer,1,500
13276,BKG016282,Breakfast Add-on,1,250
13277,BKG016282,Early Check-in,1,400
13278,BKG016286,Early Check-in,1,400
13279,BKG016289,Breakfast Add-on,1,250
13280,BKG016290,Breakfast Add-on,1,250
13281,BKG016290,Laundry Service,1,150
13282,BKG016291,Spa Session,1,1200
13283,BKG016298,Breakfast Add-on,1,250
13284,BKG016299,Swimming Pool Access,1,300
13285,BKG016302,Breakfast Add-on,1,250
13286,BKG016305,Airport Transfer,1,500
13287,BKG016309,Breakfast Add-on,1,250
13288,BKG016309,Early Check-in,1,400
13289,BKG016310,Breakfast Add-on,1,250
13290,BKG016311,Breakfast Add-on,1,250
13291,BKG016311,Room Service Package,1,800
13292,BKG016312,Spa Session,1,1200
13293,BKG016312,Late Checkout,1,500
13294,BKG016314,Room Service Package,1,800
13295,BKG016315,Late Checkout,1,500
13296,BKG016316,Late Checkout,1,500
13297,BKG016317,Airport Transfer,1,500
13298,BKG016317,Breakfast Add-on,1,250
13299,BKG016317,Spa Session,1,1200
13300,BKG016318,Breakfast Add-on,1,250
13301,BKG016318,Early Check-in,1,400
13302,BKG016318,Room Service Package,1,800
13303,BKG016321,Breakfast Add-on,1,250
13304,BKG016323,Airport Transfer,1,500
13305,BKG016323,Breakfast Add-on,1,250
13306,BKG016327,Breakfast Add-on,1,250
13307,BKG016328,Airport Transfer,1,500
13308,BKG016328,Early Check-in,1,400
13309,BKG016329,Laundry Service,1,150
13310,BKG016331,Breakfast Add-on,1,250
13311,BKG016336,Breakfast Add-on,1,250
13312,BKG016336,Late Checkout,1,500
13313,BKG016339,Breakfast Add-on,1,250
13314,BKG016339,Late Checkout,1,500
13315,BKG016341,Early Check-in,1,400
13316,BKG016342,Spa Session,1,1200
13317,BKG016345,Breakfast Add-on,1,250
13318,BKG016345,Room Service Package,1,800
13319,BKG016348,Breakfast Add-on,1,250
13320,BKG016349,Room Service Package,1,800
13321,BKG016349,Laundry Service,1,150
13322,BKG016351,Airport Transfer,1,500
13323,BKG016351,Early Check-in,1,400
13324,BKG016352,Airport Transfer,1,500
13325,BKG016352,Swimming Pool Access,1,300
13326,BKG016353,Room Service Package,1,800
13327,BKG016354,Breakfast Add-on,1,250
13328,BKG016355,Airport Transfer,1,500
13329,BKG016355,Room Service Package,1,800
13330,BKG016356,Spa Session,1,1200
13331,BKG016357,Laundry Service,1,150
13332,BKG016358,Breakfast Add-on,1,250
13333,BKG016358,Late Checkout,1,500
13334,BKG016359,Airport Transfer,1,500
13335,BKG016365,Swimming Pool Access,1,300
13336,BKG016366,Spa Session,1,1200
13337,BKG016368,Breakfast Add-on,1,250
13338,BKG016370,Airport Transfer,1,500
13339,BKG016370,Room Service Package,1,800
13340,BKG016371,Airport Transfer,1,500
13341,BKG016371,Early Check-in,1,400
13342,BKG016372,Room Service Package,1,800
13343,BKG016378,Airport Transfer,1,500
13344,BKG016378,Early Check-in,1,400
13345,BKG016379,Breakfast Add-on,1,250
13346,BKG016380,Room Service Package,1,800
13347,BKG016381,Room Service Package,1,800
13348,BKG016382,Airport Transfer,1,500
13349,BKG016382,Spa Session,1,1200
13350,BKG016382,Early Check-in,1,400
13351,BKG016383,Breakfast Add-on,1,250
13352,BKG016383,Late Checkout,1,500
13353,BKG016386,Airport Transfer,1,500
13354,BKG016389,Airport Transfer,1,500
13355,BKG016389,Spa Session,1,1200
13356,BKG016389,Early Check-in,1,400
13357,BKG016399,Airport Transfer,1,500
13358,BKG016400,Spa Session,1,1200
13359,BKG016400,Swimming Pool Access,1,300
13360,BKG016403,Breakfast Add-on,1,250
13361,BKG016406,Early Check-in,1,400
13362,BKG016407,Spa Session,1,1200
13363,BKG016408,Breakfast Add-on,1,250
13364,BKG016410,Airport Transfer,1,500
13365,BKG016410,Breakfast Add-on,1,250
13366,BKG016410,Laundry Service,1,150
13367,BKG016412,Breakfast Add-on,1,250
13368,BKG016413,Airport Transfer,1,500
13369,BKG016414,Airport Transfer,1,500
13370,BKG016414,Early Check-in,1,400
13371,BKG016415,Spa Session,1,1200
13372,BKG016415,Swimming Pool Access,1,300
13373,BKG016416,Airport Transfer,1,500
13374,BKG016416,Breakfast Add-on,1,250
13375,BKG016416,Late Checkout,1,500
13376,BKG016417,Late Checkout,1,500
13377,BKG016418,Spa Session,1,1200
13378,BKG016419,Airport Transfer,1,500
13379,BKG016419,Spa Session,1,1200
13380,BKG016419,Room Service Package,1,800
13381,BKG016422,Airport Transfer,1,500
13382,BKG016422,Room Service Package,1,800
13383,BKG016425,Airport Transfer,1,500
13384,BKG016425,Spa Session,1,1200
13385,BKG016426,Late Checkout,1,500
13386,BKG016426,Early Check-in,1,400
13387,BKG016426,Room Service Package,1,800
13388,BKG016427,Airport Transfer,1,500
13389,BKG016429,Airport Transfer,1,500
13390,BKG016430,Airport Transfer,1,500
13391,BKG016432,Breakfast Add-on,1,250
13392,BKG016433,Room Service Package,1,800
13393,BKG016434,Spa Session,1,1200
13394,BKG016435,Spa Session,1,1200
13395,BKG016435,Early Check-in,1,400
13396,BKG016437,Laundry Service,1,150
13397,BKG016442,Airport Transfer,1,500
13398,BKG016446,Swimming Pool Access,1,300
13399,BKG016448,Room Service Package,1,800
13400,BKG016449,Breakfast Add-on,1,250
13401,BKG016449,Laundry Service,1,150
13402,BKG016454,Late Checkout,1,500
13403,BKG016454,Room Service Package,1,800
13404,BKG016457,Breakfast Add-on,1,250
13405,BKG016457,Room Service Package,1,800
13406,BKG016458,Spa Session,1,1200
13407,BKG016460,Spa Session,1,1200
13408,BKG016461,Breakfast Add-on,1,250
13409,BKG016461,Room Service Package,1,800
13410,BKG016463,Airport Transfer,1,500
13411,BKG016463,Room Service Package,1,800
13412,BKG016464,Spa Session,1,1200
13413,BKG016465,Airport Transfer,1,500
13414,BKG016465,Late Checkout,1,500
13415,BKG016468,Breakfast Add-on,1,250
13416,BKG016470,Swimming Pool Access,1,300
13417,BKG016472,Late Checkout,1,500
13418,BKG016473,Breakfast Add-on,1,250
13419,BKG016479,Breakfast Add-on,1,250
13420,BKG016481,Breakfast Add-on,1,250
13421,BKG016481,Room Service Package,1,800
13422,BKG016486,Spa Session,1,1200
13423,BKG016487,Airport Transfer,1,500
13424,BKG016487,Breakfast Add-on,1,250
13425,BKG016487,Swimming Pool Access,1,300
13426,BKG016488,Airport Transfer,1,500
13427,BKG016491,Room Service Package,1,800
13428,BKG016492,Airport Transfer,1,500
13429,BKG016492,Early Check-in,1,400
13430,BKG016492,Room Service Package,1,800
13431,BKG016493,Breakfast Add-on,1,250
13432,BKG016496,Airport Transfer,1,500
13433,BKG016497,Airport Transfer,1,500
13434,BKG016497,Spa Session,1,1200
13435,BKG016497,Swimming Pool Access,1,300
13436,BKG016498,Airport Transfer,1,500
13437,BKG016499,Breakfast Add-on,1,250
13438,BKG016499,Late Checkout,1,500
13439,BKG016500,Airport Transfer,1,500
13440,BKG016500,Breakfast Add-on,1,250
13441,BKG016500,Spa Session,1,1200
13442,BKG016500,Room Service Package,1,800
13443,BKG016501,Breakfast Add-on,1,250
13444,BKG016502,Airport Transfer,1,500
13445,BKG016502,Breakfast Add-on,1,250
13446,BKG016504,Spa Session,1,1200
13447,BKG016506,Airport Transfer,1,500
13448,BKG016506,Spa Session,1,1200
13449,BKG016511,Breakfast Add-on,1,250
13450,BKG016512,Airport Transfer,1,500
13451,BKG016513,Room Service Package,1,800
13452,BKG016515,Room Service Package,1,800
13453,BKG016516,Room Service Package,1,800
13454,BKG016516,Laundry Service,1,150
13455,BKG016517,Airport Transfer,1,500
13456,BKG016518,Late Checkout,1,500
13457,BKG016520,Room Service Package,1,800
13458,BKG016521,Airport Transfer,1,500
13459,BKG016522,Room Service Package,1,800
13460,BKG016524,Airport Transfer,1,500
13461,BKG016524,Late Checkout,1,500
13462,BKG016525,Spa Session,1,1200
13463,BKG016527,Early Check-in,1,400
13464,BKG016527,Room Service Package,1,800
13465,BKG016529,Laundry Service,1,150
13466,BKG016530,Airport Transfer,1,500
13467,BKG016531,Airport Transfer,1,500
13468,BKG016531,Early Check-in,1,400
13469,BKG016531,Swimming Pool Access,1,300
13470,BKG016533,Swimming Pool Access,1,300
13471,BKG016535,Swimming Pool Access,1,300
13472,BKG016536,Room Service Package,1,800
13473,BKG016538,Early Check-in,1,400
13474,BKG016539,Room Service Package,1,800
13475,BKG016541,Spa Session,1,1200
13476,BKG016542,Room Service Package,1,800
13477,BKG016543,Airport Transfer,1,500
13478,BKG016544,Early Check-in,1,400
13479,BKG016544,Room Service Package,1,800
13480,BKG016548,Breakfast Add-on,1,250
13481,BKG016548,Room Service Package,1,800
13482,BKG016549,Airport Transfer,1,500
13483,BKG016549,Spa Session,1,1200
13484,BKG016549,Early Check-in,1,400
13485,BKG016551,Early Check-in,1,400
13486,BKG016553,Room Service Package,1,800
13487,BKG016555,Airport Transfer,1,500
13488,BKG016560,Swimming Pool Access,1,300
13489,BKG016561,Airport Transfer,1,500
13490,BKG016564,Breakfast Add-on,1,250
13491,BKG016564,Room Service Package,1,800
13492,BKG016567,Breakfast Add-on,1,250
13493,BKG016569,Late Checkout,1,500
13494,BKG016569,Swimming Pool Access,1,300
13495,BKG016570,Airport Transfer,1,500
13496,BKG016570,Late Checkout,1,500
13497,BKG016571,Breakfast Add-on,1,250
13498,BKG016571,Swimming Pool Access,1,300
13499,BKG016573,Airport Transfer,1,500
13500,BKG016573,Spa Session,1,1200
13501,BKG016574,Breakfast Add-on,1,250
13502,BKG016574,Room Service Package,1,800
13503,BKG016574,Laundry Service,1,150
13504,BKG016575,Early Check-in,1,400
13505,BKG016575,Room Service Package,1,800
13506,BKG016579,Breakfast Add-on,1,250
13507,BKG016579,Spa Session,1,1200
13508,BKG016581,Early Check-in,1,400
13509,BKG016582,Spa Session,1,1200
13510,BKG016584,Airport Transfer,1,500
13511,BKG016585,Airport Transfer,1,500
13512,BKG016585,Spa Session,1,1200
13513,BKG016586,Airport Transfer,1,500
13514,BKG016586,Breakfast Add-on,1,250
13515,BKG016587,Late Checkout,1,500
13516,BKG016589,Breakfast Add-on,1,250
13517,BKG016589,Spa Session,1,1200
13518,BKG016589,Swimming Pool Access,1,300
13519,BKG016591,Breakfast Add-on,1,250
13520,BKG016593,Airport Transfer,1,500
13521,BKG016593,Late Checkout,1,500
13522,BKG016594,Swimming Pool Access,1,300
13523,BKG016596,Airport Transfer,1,500
13524,BKG016597,Room Service Package,1,800
13525,BKG016602,Late Checkout,1,500
13526,BKG016609,Spa Session,1,1200
13527,BKG016609,Room Service Package,1,800
13528,BKG016610,Airport Transfer,1,500
13529,BKG016610,Breakfast Add-on,1,250
13530,BKG016610,Spa Session,1,1200
13531,BKG016610,Room Service Package,1,800
13532,BKG016613,Spa Session,1,1200
13533,BKG016614,Spa Session,1,1200
13534,BKG016617,Airport Transfer,1,500
13535,BKG016617,Spa Session,1,1200
13536,BKG016618,Breakfast Add-on,1,250
13537,BKG016618,Spa Session,1,1200
13538,BKG016618,Early Check-in,1,400
13539,BKG016620,Laundry Service,1,150
13540,BKG016621,Breakfast Add-on,1,250
13541,BKG016621,Room Service Package,1,800
13542,BKG016621,Swimming Pool Access,1,300
13543,BKG016622,Room Service Package,1,800
13544,BKG016624,Swimming Pool Access,1,300
13545,BKG016625,Late Checkout,1,500
13546,BKG016626,Breakfast Add-on,1,250
13547,BKG016626,Room Service Package,1,800
13548,BKG016630,Late Checkout,1,500
13549,BKG016630,Swimming Pool Access,1,300
13550,BKG016631,Room Service Package,1,800
13551,BKG016632,Airport Transfer,1,500
13552,BKG016632,Breakfast Add-on,1,250
13553,BKG016633,Swimming Pool Access,1,300
13554,BKG016634,Airport Transfer,1,500
13555,BKG016636,Breakfast Add-on,1,250
13556,BKG016637,Breakfast Add-on,1,250
13557,BKG016638,Airport Transfer,1,500
13558,BKG016638,Late Checkout,1,500
13559,BKG016639,Spa Session,1,1200
13560,BKG016640,Early Check-in,1,400
13561,BKG016643,Room Service Package,1,800
13562,BKG016644,Early Check-in,1,400
13563,BKG016645,Breakfast Add-on,1,250
13564,BKG016645,Early Check-in,1,400
13565,BKG016649,Breakfast Add-on,1,250
13566,BKG016650,Late Checkout,1,500
13567,BKG016651,Breakfast Add-on,1,250
13568,BKG016651,Early Check-in,1,400
13569,BKG016653,Breakfast Add-on,1,250
13570,BKG016655,Spa Session,1,1200
13571,BKG016657,Breakfast Add-on,1,250
13572,BKG016657,Spa Session,1,1200
13573,BKG016661,Breakfast Add-on,1,250
13574,BKG016661,Early Check-in,1,400
13575,BKG016662,Breakfast Add-on,1,250
13576,BKG016664,Breakfast Add-on,1,250
13577,BKG016666,Late Checkout,1,500
13578,BKG016666,Room Service Package,1,800
13579,BKG016668,Breakfast Add-on,1,250
13580,BKG016670,Airport Transfer,1,500
13581,BKG016670,Breakfast Add-on,1,250
13582,BKG016673,Breakfast Add-on,1,250
13583,BKG016673,Spa Session,1,1200
13584,BKG016674,Airport Transfer,1,500
13585,BKG016674,Breakfast Add-on,1,250
13586,BKG016676,Breakfast Add-on,1,250
13587,BKG016679,Room Service Package,1,800
13588,BKG016680,Breakfast Add-on,1,250
13589,BKG016680,Room Service Package,1,800
13590,BKG016681,Breakfast Add-on,1,250
13591,BKG016682,Late Checkout,1,500
13592,BKG016684,Breakfast Add-on,1,250
13593,BKG016685,Breakfast Add-on,1,250
13594,BKG016685,Spa Session,1,1200
13595,BKG016689,Room Service Package,1,800
13596,BKG016690,Late Checkout,1,500
13597,BKG016691,Spa Session,1,1200
13598,BKG016691,Room Service Package,1,800
13599,BKG016692,Breakfast Add-on,1,250
13600,BKG016692,Spa Session,1,1200
13601,BKG016692,Early Check-in,1,400
13602,BKG016693,Airport Transfer,1,500
13603,BKG016693,Early Check-in,1,400
13604,BKG016694,Airport Transfer,1,500
13605,BKG016695,Room Service Package,1,800
13606,BKG016696,Airport Transfer,1,500
13607,BKG016696,Spa Session,1,1200
13608,BKG016697,Late Checkout,1,500
13609,BKG016697,Room Service Package,1,800
13610,BKG016698,Breakfast Add-on,1,250
13611,BKG016698,Spa Session,1,1200
13612,BKG016699,Late Checkout,1,500
13613,BKG016699,Swimming Pool Access,1,300
13614,BKG016700,Airport Transfer,1,500
13615,BKG016700,Late Checkout,1,500
13616,BKG016700,Room Service Package,1,800
13617,BKG016702,Early Check-in,1,400
13618,BKG016705,Airport Transfer,1,500
13619,BKG016705,Breakfast Add-on,1,250
13620,BKG016705,Swimming Pool Access,1,300
13621,BKG016706,Breakfast Add-on,1,250
13622,BKG016707,Spa Session,1,1200
13623,BKG016709,Airport Transfer,1,500
13624,BKG016709,Spa Session,1,1200
13625,BKG016710,Airport Transfer,1,500
13626,BKG016710,Spa Session,1,1200
13627,BKG016711,Airport Transfer,1,500
13628,BKG016712,Spa Session,1,1200
13629,BKG016713,Swimming Pool Access,1,300
13630,BKG016714,Breakfast Add-on,1,250
13631,BKG016715,Spa Session,1,1200
13632,BKG016717,Airport Transfer,1,500
13633,BKG016718,Breakfast Add-on,1,250
13634,BKG016718,Early Check-in,1,400
13635,BKG016719,Airport Transfer,1,500
13636,BKG016720,Swimming Pool Access,1,300
13637,BKG016722,Early Check-in,1,400
13638,BKG016724,Airport Transfer,1,500
13639,BKG016725,Laundry Service,1,150
13640,BKG016726,Airport Transfer,1,500
13641,BKG016729,Early Check-in,1,400
13642,BKG016731,Breakfast Add-on,1,250
13643,BKG016732,Breakfast Add-on,1,250
13644,BKG016732,Swimming Pool Access,1,300
13645,BKG016733,Breakfast Add-on,1,250
13646,BKG016734,Breakfast Add-on,1,250
13647,BKG016734,Late Checkout,1,500
13648,BKG016735,Breakfast Add-on,1,250
13649,BKG016736,Airport Transfer,1,500
13650,BKG016737,Swimming Pool Access,1,300
13651,BKG016738,Breakfast Add-on,1,250
13652,BKG016738,Swimming Pool Access,1,300
13653,BKG016741,Late Checkout,1,500
13654,BKG016742,Breakfast Add-on,1,250
13655,BKG016742,Spa Session,1,1200
13656,BKG016743,Spa Session,1,1200
13657,BKG016743,Early Check-in,1,400
13658,BKG016744,Spa Session,1,1200
13659,BKG016744,Room Service Package,1,800
13660,BKG016744,Swimming Pool Access,1,300
13661,BKG016747,Early Check-in,1,400
13662,BKG016751,Spa Session,1,1200
13663,BKG016751,Swimming Pool Access,1,300
13664,BKG016755,Room Service Package,1,800
13665,BKG016757,Spa Session,1,1200
13666,BKG016758,Early Check-in,1,400
13667,BKG016759,Breakfast Add-on,1,250
13668,BKG016764,Breakfast Add-on,1,250
13669,BKG016768,Late Checkout,1,500
13670,BKG016768,Room Service Package,1,800
13671,BKG016773,Room Service Package,1,800
13672,BKG016774,Breakfast Add-on,1,250
13673,BKG016777,Late Checkout,1,500
13674,BKG016778,Breakfast Add-on,1,250
13675,BKG016779,Early Check-in,1,400
13676,BKG016783,Airport Transfer,1,500
13677,BKG016783,Breakfast Add-on,1,250
13678,BKG016786,Breakfast Add-on,1,250
13679,BKG016786,Laundry Service,1,150
13680,BKG016788,Late Checkout,1,500
13681,BKG016790,Late Checkout,1,500
13682,BKG016791,Breakfast Add-on,1,250
13683,BKG016791,Early Check-in,1,400
13684,BKG016793,Breakfast Add-on,1,250
13685,BKG016794,Breakfast Add-on,1,250
13686,BKG016794,Early Check-in,1,400
13687,BKG016795,Airport Transfer,1,500
13688,BKG016797,Breakfast Add-on,1,250
13689,BKG016799,Early Check-in,1,400
13690,BKG016800,Late Checkout,1,500
13691,BKG016801,Spa Session,1,1200
13692,BKG016801,Room Service Package,1,800
13693,BKG016802,Room Service Package,1,800
13694,BKG016804,Breakfast Add-on,1,250
13695,BKG016804,Early Check-in,1,400
13696,BKG016807,Airport Transfer,1,500
13697,BKG016808,Room Service Package,1,800
13698,BKG016809,Early Check-in,1,400
13699,BKG016810,Spa Session,1,1200
13700,BKG016810,Early Check-in,1,400
13701,BKG016812,Breakfast Add-on,1,250
13702,BKG016812,Swimming Pool Access,1,300
13703,BKG016816,Airport Transfer,1,500
13704,BKG016816,Spa Session,1,1200
13705,BKG016817,Breakfast Add-on,1,250
13706,BKG016821,Breakfast Add-on,1,250
13707,BKG016821,Late Checkout,1,500
13708,BKG016824,Airport Transfer,1,500
13709,BKG016827,Early Check-in,1,400
13710,BKG016830,Airport Transfer,1,500
13711,BKG016830,Spa Session,1,1200
13712,BKG016830,Late Checkout,1,500
13713,BKG016834,Spa Session,1,1200
13714,BKG016835,Spa Session,1,1200
13715,BKG016837,Breakfast Add-on,1,250
13716,BKG016837,Spa Session,1,1200
13717,BKG016838,Breakfast Add-on,1,250
13718,BKG016839,Airport Transfer,1,500
13719,BKG016840,Spa Session,1,1200
13720,BKG016842,Airport Transfer,1,500
13721,BKG016842,Room Service Package,1,800
13722,BKG016843,Early Check-in,1,400
13723,BKG016844,Late Checkout,1,500
13724,BKG016850,Late Checkout,1,500
13725,BKG016850,Room Service Package,1,800
13726,BKG016850,Swimming Pool Access,1,300
13727,BKG016851,Breakfast Add-on,1,250
13728,BKG016851,Early Check-in,1,400
13729,BKG016851,Laundry Service,1,150
13730,BKG016852,Airport Transfer,1,500
13731,BKG016852,Late Checkout,1,500
13732,BKG016855,Breakfast Add-on,1,250
13733,BKG016855,Spa Session,1,1200
13734,BKG016855,Room Service Package,1,800
13735,BKG016856,Airport Transfer,1,500
13736,BKG016856,Late Checkout,1,500
13737,BKG016857,Breakfast Add-on,1,250
13738,BKG016857,Room Service Package,1,800
13739,BKG016859,Breakfast Add-on,1,250
13740,BKG016862,Breakfast Add-on,1,250
13741,BKG016862,Spa Session,1,1200
13742,BKG016863,Airport Transfer,1,500
13743,BKG016869,Breakfast Add-on,1,250
13744,BKG016873,Airport Transfer,1,500
13745,BKG016874,Breakfast Add-on,1,250
13746,BKG016874,Room Service Package,1,800
13747,BKG016875,Spa Session,1,1200
13748,BKG016875,Early Check-in,1,400
13749,BKG016879,Breakfast Add-on,1,250
13750,BKG016879,Spa Session,1,1200
13751,BKG016880,Breakfast Add-on,1,250
13752,BKG016880,Room Service Package,1,800
13753,BKG016882,Airport Transfer,1,500
13754,BKG016882,Early Check-in,1,400
13755,BKG016882,Swimming Pool Access,1,300
13756,BKG016883,Breakfast Add-on,1,250
13757,BKG016883,Spa Session,1,1200
13758,BKG016886,Spa Session,1,1200
13759,BKG016888,Spa Session,1,1200
13760,BKG016889,Airport Transfer,1,500
13761,BKG016890,Swimming Pool Access,1,300
13762,BKG016891,Room Service Package,1,800
13763,BKG016893,Airport Transfer,1,500
13764,BKG016895,Spa Session,1,1200
13765,BKG016895,Swimming Pool Access,1,300
13766,BKG016898,Late Checkout,1,500
13767,BKG016899,Breakfast Add-on,1,250
13768,BKG016899,Laundry Service,1,150
13769,BKG016900,Breakfast Add-on,1,250
13770,BKG016900,Spa Session,1,1200
13771,BKG016903,Breakfast Add-on,1,250
13772,BKG016906,Breakfast Add-on,1,250
13773,BKG016909,Breakfast Add-on,1,250
13774,BKG016910,Spa Session,1,1200
13775,BKG016912,Early Check-in,1,400
13776,BKG016919,Swimming Pool Access,1,300
13777,BKG016921,Spa Session,1,1200
13778,BKG016923,Breakfast Add-on,1,250
13779,BKG016923,Early Check-in,1,400
13780,BKG016924,Breakfast Add-on,1,250
13781,BKG016926,Late Checkout,1,500
13782,BKG016927,Late Checkout,1,500
13783,BKG016927,Early Check-in,1,400
13784,BKG016927,Swimming Pool Access,1,300
13785,BKG016928,Spa Session,1,1200
13786,BKG016929,Breakfast Add-on,1,250
13787,BKG016929,Early Check-in,1,400
13788,BKG016929,Laundry Service,1,150
13789,BKG016930,Breakfast Add-on,1,250
13790,BKG016930,Late Checkout,1,500
13791,BKG016933,Room Service Package,1,800
13792,BKG016935,Late Checkout,1,500
13793,BKG016939,Early Check-in,1,400
13794,BKG016939,Room Service Package,1,800
13795,BKG016942,Airport Transfer,1,500
13796,BKG016943,Breakfast Add-on,1,250
13797,BKG016944,Breakfast Add-on,1,250
13798,BKG016945,Room Service Package,1,800
13799,BKG016947,Breakfast Add-on,1,250
13800,BKG016949,Breakfast Add-on,1,250
13801,BKG016952,Spa Session,1,1200
13802,BKG016952,Late Checkout,1,500
13803,BKG016952,Room Service Package,1,800
13804,BKG016953,Spa Session,1,1200
13805,BKG016953,Room Service Package,1,800
13806,BKG016953,Swimming Pool Access,1,300
13807,BKG016955,Breakfast Add-on,1,250
13808,BKG016955,Early Check-in,1,400
13809,BKG016956,Airport Transfer,1,500
13810,BKG016956,Spa Session,1,1200
13811,BKG016957,Spa Session,1,1200
13812,BKG016957,Late Checkout,1,500
13813,BKG016958,Breakfast Add-on,1,250
13814,BKG016959,Early Check-in,1,400
13815,BKG016959,Swimming Pool Access,1,300
13816,BKG016960,Breakfast Add-on,1,250
13817,BKG016961,Breakfast Add-on,1,250
13818,BKG016962,Spa Session,1,1200
13819,BKG016969,Airport Transfer,1,500
13820,BKG016969,Late Checkout,1,500
13821,BKG016969,Early Check-in,1,400
13822,BKG016970,Airport Transfer,1,500
13823,BKG016971,Airport Transfer,1,500
13824,BKG016972,Airport Transfer,1,500
13825,BKG016972,Breakfast Add-on,1,250
13826,BKG016972,Spa Session,1,1200
13827,BKG016972,Late Checkout,1,500
13828,BKG016973,Breakfast Add-on,1,250
13829,BKG016975,Airport Transfer,1,500
13830,BKG016975,Laundry Service,1,150
13831,BKG016976,Spa Session,1,1200
13832,BKG016976,Early Check-in,1,400
13833,BKG016976,Room Service Package,1,800
13834,BKG016978,Swimming Pool Access,1,300
13835,BKG016982,Spa Session,1,1200
13836,BKG016985,Spa Session,1,1200
13837,BKG016986,Swimming Pool Access,1,300
13838,BKG016988,Late Checkout,1,500
13839,BKG016988,Room Service Package,1,800
13840,BKG016991,Spa Session,1,1200
13841,BKG016992,Room Service Package,1,800
13842,BKG016993,Swimming Pool Access,1,300
13843,BKG016995,Spa Session,1,1200
13844,BKG016999,Airport Transfer,1,500
13845,BKG016999,Swimming Pool Access,1,300
13846,BKG017000,Breakfast Add-on,1,250
13847,BKG017000,Swimming Pool Access,1,300
13848,BKG017001,Early Check-in,1,400
13849,BKG017003,Breakfast Add-on,1,250
13850,BKG017004,Room Service Package,1,800
13851,BKG017007,Airport Transfer,1,500
13852,BKG017008,Spa Session,1,1200
13853,BKG017009,Airport Transfer,1,500
13854,BKG017009,Room Service Package,1,800
13855,BKG017011,Late Checkout,1,500
13856,BKG017012,Room Service Package,1,800
13857,BKG017015,Airport Transfer,1,500
13858,BKG017017,Spa Session,1,1200
13859,BKG017017,Early Check-in,1,400
13860,BKG017017,Swimming Pool Access,1,300
13861,BKG017022,Early Check-in,1,400
13862,BKG017024,Breakfast Add-on,1,250
13863,BKG017024,Early Check-in,1,400
